StartTime,EndTime,LocationIndex,TrainID
14127.3,14260,7,784
14160.1,14259.1,6,784
14160.1,14302.7,11,784
14302.7,14395.1,10,784
13924.2,13924.2,1,785
13927,14011.5,2,785
14014.3,14057.3,5,785
14060.5,14075.8,9,785
14079.1,14082.1,10,785
14088.2,14088.2,12,785
14088.2,14092.2,1,785
14090.2,14289.1,9,785
14092.2,14289.1,9,785
14192.5,14288.1,8,785
14192.5,14328.3,15,785
14328.3,14369.4,16,785
13934.4,14013.7,1,786
14016.5,14019.5,2,786
14022.3,14077.5,6,786
14080.8,14083.8,9,786
14087.1,14090.1,10,786
14096.2,14146.8,12,786
14146.8,14150.8,1,786
14148.8,14304.6,8,786
14150.8,14304.6,8,786
14208.1,14303.6,7,786
14208.1,14303.6,13,786
14303.6,14415.1,14,786
14024.4,14024.4,1,787
14027.2,14029.2,2,787
14032,14085.5,3,787
14088.8,14091.8,9,787
14095.1,14125.6,14,787
14126.7,14126.7,15,787
14128.2,14128.2,16,787
14129.9,14129.9,17,787
14131.4,14134.1,18,787
14131.4,14160.7,2,787
14134.1,14238,4,787
14160.7,14276.4,4,787
14209.2,14305.2,4,787
14209.2,14418.1,7,787
14033.9,14033.9,1,788
14036.8,14038.8,2,788
14041.6,14093.5,7,788
14096.8,14127.3,9,788
14130.6,14133.6,14,788
14134.7,14134.7,15,788
14136.2,14136.2,16,788
14137.9,14137.9,17,788
14139.4,14162.7,18,788
14160.7,14164.7,2,788
14162.7,14260,3,788
14164.7,14301.2,3,788
14229.2,14332,2,788
14229.2,14420,3,788
14044.2,14044.2,1,789
14047,14047,2,789
14049.8,14129.1,8,789
14132.3,14135.3,9,789
14138.6,14141.6,14,789
14142.7,14142.7,15,789
14144.3,14148.3,3,789
14146.3,14306.6,5,789
14148.3,14306.6,5,789
14228.7,14305.8,5,789
14228.7,14351.1,9,789
14351.1,14468.9,12,789
14054.4,14054.4,1,790
14057.2,14057.2,2,790
14060,14137.1,4,790
14140.3,14143.3,9,790
14146.6,14149.6,14,790
14150.7,14150.7,15,790
14152.2,14152.2,16,790
14153.9,14161.2,17,790
14162.7,14166.7,18,790
14164.7,14168.7,2,790
14166.7,14302.8,1,790
14168.7,14337.5,1,790
14276.9,14363.4,1,790
14276.9,14495.9,1,790
14063.9,14063.9,1,791
14066.8,14066.8,2,791
14069.6,14145.1,5,791
14148.3,14151.3,9,791
14154.6,14157.6,14,791
14158.7,14158.7,15,791
14160.2,14160.2,16,791
14161.9,14161.9,20,791
14163.4,14238,21,791
14168.7,14276.4,2,791
14238,14311.9,4,791
14276.4,14346.1,4,791
14286.2,14371.7,3,791
14286.2,14504.8,5,791
14074.2,14074.2,1,792
14077,14079.8,2,792
14082.5,14153.1,6,792
14156.3,14159.3,9,792
14162.6,14162.6,10,792
14168.7,14287.1,12,792
14168.7,14291.1,1,792
14289.1,14398.4,9,792
14291.1,14398.4,9,792
14303.6,14397.4,7,792
14303.6,14415.1,13,792
14415.1,14546.2,14,792
14084.4,14084.4,1,793
14087.2,14089.2,2,793
14092,14161.1,3,793
14164.3,14167.3,9,793
14170.6,14170.6,14,793
14171.7,14226.1,15,793
14173.3,14231.7,3,793
14229.7,14393.3,6,793
14231.7,14393.3,6,793
14302.7,14392.4,6,793
14302.7,14395.1,11,793
14395.1,14479.3,10,793
14093.9,14093.9,1,794
14096.8,14098.8,2,794
14101.6,14169.1,7,794
14172.3,14175.3,9,794
14178.6,14286,10,794
14292.1,14292.1,12,794
14292.1,14296.1,1,794
14294.1,14417.7,10,794
14296.1,14417.7,10,794
14328.3,14416.8,8,794
14328.3,14416.8,15,794
14416.8,14506.7,16,794
14104.2,14104.2,1,795
14107,14131.3,2,795
14134.1,14177.1,8,795
14180.3,14183.3,9,795
14186.6,14230,14,795
14231.1,14304.2,15,795
14305.8,14309.8,3,795
14307.8,14419.4,5,795
14309.8,14419.4,5,795
14351.1,14418.7,5,795
14351.1,14468.9,9,795
14468.9,14543.4,12,795
14114.4,14133.4,1,796
14136.3,14139.3,2,796
14142.1,14185.1,4,796
14188.3,14231.7,9,796
14235,14308.2,14,796
14309.2,14309.2,15,796
14310.8,14314.8,3,796
14312.8,14493.5,7,796
14314.8,14493.5,7,796
14395.1,14492.5,6,796
14395.1,14492.5,11,796
14492.5,14617.6,10,796
14144.4,14144.4,1,797
14147.2,14149.2,2,797
14152,14233.5,5,797
14236.7,14287.7,9,797
14291,14294,10,797
14300.1,14302.6,12,797
14300.1,14306.6,1,797
14304.6,14498.7,8,797
14306.6,14498.7,8,797
14415.1,14497.9,7,797
14415.1,14546.2,13,797
14546.2,14634.6,14,797
14153.9,14153.9,1,798
14156.8,14158.8,2,798
14161.6,14289.4,6,798
14292.7,14295.7,9,798
14299,14302,10,798
14308.1,14396.4,12,798
14308.1,14400.4,1,798
14398.4,14531.9,9,798
14400.4,14531.9,9,798
14416.8,14530.8,8,798
14416.8,14530.8,15,798
14530.8,14706.3,16,798
14164.2,14164.2,1,799
14167,14167,2,799
14169.8,14297.4,3,799
14300.7,14309.9,9,799
14313.2,14316.2,14,799
14317.2,14317.2,15,799
14318.8,14318.8,16,799
14320.4,14320.4,17,799
14322,14324,18,799
14322,14346.1,2,799
14324,14442.3,4,799
14346.1,14474.6,4,799
14418.1,14498.7,4,799
14418.1,14665,7,799
14174.4,14174.4,1,800
14177.2,14177.2,2,800
14180,14311.7,7,800
14314.9,14317.9,9,800
14321.2,14324.2,14,800
14325.2,14325.2,15,800
14326.8,14326.8,16,800
14328.4,14328.4,17,800
14330,14348.1,18,800
14346.1,14350.1,2,800
14348.1,14443.9,2,800
14350.1,14475.7,2,800
14420,14499.5,2,800
14420,14660.5,3,800
14183.9,14183.9,1,801
14186.8,14186.8,2,801
14189.6,14319.7,8,801
14322.9,14325.9,9,801
14329.2,14332.2,14,801
14333.2,14389.7,15,801
14334.8,14395.3,3,801
14393.3,14548.9,6,801
14395.3,14548.9,6,801
14468.9,14548.1,5,801
14468.9,14548.1,9,801
14548.1,14713.4,12,801
14194.2,14194.2,1,802
14197,14197,2,802
14199.8,14327.7,4,802
14330.9,14333.9,9,802
14337.2,14393.6,14,802
14394.7,14490.9,15,802
14492.5,14496.5,3,802
14494.5,14602.6,7,802
14496.5,14602.6,7,802
14498.5,14601.6,6,802
14498.5,14617.6,11,802
14617.6,14748.2,10,802
14204.4,14204.4,1,803
14207.2,14235.7,2,803
14238.5,14335.7,5,803
14338.9,14395.3,9,803
14398.6,14494.9,14,803
14495.9,14495.9,15,803
14497.5,14497.5,16,803
14499.1,14499.1,17,803
14500.7,14502.7,18,803
14500.7,14504.7,2,803
14502.7,14537.5,1,803
14504.7,14578.6,1,803
14506.7,14609.4,1,803
14506.7,14686.3,1,803
14213.9,14237.8,1,804
14240.7,14291.6,2,804
14294.4,14397.1,6,804
14400.3,14496.6,9,804
14499.9,14502.9,14,804
14503.9,14503.9,15,804
14505.5,14505.5,16,804
14507.1,14507.1,17,804
14508.7,14510.7,18,804
14508.7,14512.7,2,804
14510.7,14544.9,3,804
14512.7,14585.3,3,804
14514.7,14615.5,3,804
14514.7,14734.1,5,804
14243.9,14293.8,1,805
14296.6,14299.6,2,805
14302.4,14498.4,3,805
14501.6,14504.6,9,805
14507.9,14507.9,10,805
14514,14514,12,805
14514,14518,1,805
14516,14638,10,805
14518,14638,10,805
14530.8,14637,8,805
14530.8,14706.3,15,805
14706.3,14768.3,16,805
14303.9,14303.9,1,806
14306.8,14313.9,2,806
14316.7,14506.4,7,806
14509.6,14512.6,9,806
14515.9,14515.9,10,806
14522,14522,12,806
14522,14526,1,806
14524,14656.3,8,806
14526,14656.3,8,806
14546.2,14655.2,7,806
14546.2,14655.2,13,806
14655.2,14785.2,14,806
14314.2,14316.2,1,807
14319,14321.9,2,807
14324.7,14514.4,8,807
14517.6,14520.6,9,807
14523.9,14523.9,14,807
14524.9,14524.9,15,807
14526.5,14530.5,3,807
14528.5,14641.8,5,807
14530.5,14641.8,5,807
14548.1,14640.8,5,807
14548.1,14713.4,9,807
14713.4,14730.6,12,807
14324.4,14324.4,1,808
14327.2,14329.9,2,808
14332.7,14522.4,4,808
14525.6,14528.6,9,808
14531.9,14531.9,14,808
14532.9,14545.3,15,808
14534.5,14550.9,3,808
14548.9,14707.4,6,808
14550.9,14707.4,6,808
14617.6,14706.5,6,808
14617.6,14730.6,11,808
14730.6,14845.7,12,808
14333.9,14333.9,1,809
14336.8,14338.8,2,809
14341.6,14530.4,5,809
14533.6,14536.6,9,809
14539.9,14539.9,10,809
14546,14546,12,809
14546,14550,1,809
14548,14723.2,9,809
14550,14723.2,9,809
14655.2,14722.6,7,809
14655.2,14785.2,13,809
14785.2,14841,14,809
14344.2,14344.2,1,810
14347,14399.3,2,810
14402.1,14538.4,6,810
14541.6,14544.6,9,810
14547.9,14549.9,14,810
14550.9,14550.9,15,810
14552.5,14552.5,16,810
14554.1,14554.1,17,810
14555.7,14557.7,18,810
14555.7,14559.7,2,810
14557.7,14686.7,2,810
14559.7,14721.7,2,810
14660.5,14748,2,810
14660.5,14896.6,3,810
14354.4,14401.4,1,811
14404.3,14500.6,2,811
14503.4,14546.4,3,811
14549.6,14552.6,9,811
14555.9,14557.9,14,811
14558.9,14558.9,15,811
14560.5,14560.5,16,811
14562.1,14562.1,17,811
14563.7,14565.7,18,811
14563.7,14567.7,2,811
14565.7,14686.1,4,811
14567.7,14714.2,4,811
14665,14735.3,4,811
14665,14834.4,7,811
14414.4,14502.7,1,812
14505.6,14508.6,2,812
14511.4,14554.4,7,812
14557.6,14560.6,9,812
14563.9,14565.9,14,812
14566.9,14566.9,15,812
14568.5,14568.5,16,812
14570.1,14570.1,17,812
14571.7,14573.7,18,812
14571.7,14578.6,2,812
14573.7,14714.5,1,812
14578.6,14752.1,1,812
14686.3,14780.3,1,812
14686.3,14909.1,1,812
14513.9,14513.9,1,813
14516.8,14516.8,2,813
14519.6,14562.4,8,813
14565.6,14568.6,9,813
14571.9,14571.9,10,813
14578,14637,12,813
14637,14641,1,813
14639,14798.6,10,813
14641,14798.6,10,813
14706.3,14797.7,8,813
14706.3,14797.7,15,813
14797.7,14893.6,16,813
14524.2,14524.2,1,814
14527,14527,2,814
14529.8,14570.4,4,814
14573.6,14576.6,9,814
14579.9,14579.9,14,814
14580.9,14639.2,15,814
14640.8,14644.8,3,814
14642.8,14816.4,5,814
14644.8,14816.4,5,814
14713.4,14815.4,5,814
14713.4,14815.4,9,814
14815.4,14924.6,10,814
14534.4,14534.4,1,815
14537.2,14537.2,2,815
14540,14578.4,5,815
14581.6,14584.6,9,815
14587.9,14643.2,14,815
14644.2,14644.2,15,815
14645.8,14649.8,3,815
14647.8,14797.8,7,815
14649.8,14797.8,7,815
14730.6,14797.1,6,815
14730.6,14845.7,11,815
14845.7,14944.8,12,815
14543.9,14543.9,1,816
14546.8,14546.8,2,816
14549.6,14586.4,6,816
14589.6,14644.9,9,816
14648.2,14651.2,14,816
14652.2,14652.2,15,816
14653.8,14653.8,16,816
14655.4,14655.4,17,816
14657,14659,18,816
14657,14661,2,816
14659,14758.3,3,816
14661,14790.7,3,816
14734.1,14814.9,3,816
14734.1,14937.6,5,816
14554.2,14554.2,1,817
14557,14557,2,817
14559.8,14646.7,3,817
14649.9,14652.9,9,817
14656.2,14656.2,10,817
14662.3,14662.3,12,817
14662.3,14666.3,1,817
14664.3,14870.1,8,817
14666.3,14870.1,8,817
14785.2,14869.3,7,817
14785.2,14869.3,13,817
14869.3,14982.2,14,817
14564.4,14564.4,1,818
14567.2,14567.2,2,818
14570,14654.7,7,818
14657.9,14660.9,9,818
14664.2,14664.2,10,818
14670.3,14721.2,12,818
14670.3,14725.2,1,818
14723.2,14886.7,9,818
14725.2,14886.7,9,818
14797.7,14885.8,8,818
14797.7,14893.6,15,818
14893.6,15013.4,16,818
14573.9,14573.9,1,819
14576.8,14576.8,2,819
14579.6,14662.7,4,819
14665.9,14668.9,9,819
14672.2,14672.2,14,819
14673.2,14703.8,15,819
14674.8,14709.4,3,819
14707.4,14912.7,6,819
14709.4,14912.7,6,819
14815.4,14911.7,5,819
14815.4,14924.6,9,819
14924.6,15039.1,10,819
14584.2,14584.2,1,820
14587,14587,2,820
14589.8,14670.7,5,820
14673.9,14676.9,9,820
14680.2,14707.8,14,820
14708.8,14708.8,15,820
14710.3,14710.3,16,820
14712,14712,17,820
14713.6,14715.6,18,820
14713.6,14717.6,2,820
14715.6,14853.4,4,820
14717.6,14878.6,4,820
14834.4,14897.6,4,820
14834.4,15048,7,820
14594.4,14594.4,1,821
14597.2,14597.2,2,821
14600,14678.7,6,821
14681.9,14709.5,9,821
14712.8,14715.8,14,821
14716.8,14795.5,15,821
14797.1,14801.1,3,821
14799.1,14945.2,7,821
14801.1,14945.2,7,821
14845.7,14944.2,6,821
14845.7,14944.8,11,821
14944.8,15024.3,12,821
14603.9,14603.9,1,822
14606.8,14606.8,2,822
14609.6,14711.2,8,822
14714.5,14717.5,9,822
14720.8,14720.8,10,822
14726.9,14869.3,12,822
14869.3,14873.3,1,822
14871.3,14955.5,8,822
14873.3,14955.5,8,822
14875.3,14954.7,7,822
14875.3,14982.2,13,822
14982.2,15058.2,14,822
14614.2,14614.2,1,823
14617,14648.9,2,823
14651.7,14719.2,3,823
14722.5,14725.5,9,823
14728.8,14868.2,10,823
14874.3,14874.3,12,823
14874.3,14878.3,1,823
14876.3,14958.2,10,823
14878.3,14958.2,10,823
14893.6,14957.5,8,823
14893.6,15013.4,15,823
15013.4,15046.9,16,823
14624.4,14651,1,824
14653.9,14656.9,2,824
14659.7,14727.2,7,824
14730.5,14733.5,9,824
14736.8,14799.5,14,824
14800.5,14800.5,15,824
14802,14802,16,824
14803.7,14803.7,17,824
14805.3,14807.3,18,824
14805.3,14809.3,2,824
14807.3,14930.3,2,824
14809.3,14975.2,2,824
14896.6,15008.9,2,824
14896.6,15163.5,3,824
14663.9,14663.9,1,825
14666.8,14666.8,2,825
14669.6,14735.2,4,825
14738.5,14801.2,9,825
14804.5,14807.5,14,825
14808.5,14808.5,15,825
14810,14810,16,825
14811.7,14811.7,17,825
14813.3,14815.3,18,825
14813.3,14817.3,2,825
14815.3,14943.3,1,825
14817.3,14988.9,1,825
14909.1,15023,1,825
14909.1,15165.1,1,825
14674.2,14674.2,1,826
14677,14677,2,826
14679.8,14802.9,5,826
14806.2,14809.2,9,826
14812.5,14815.5,14,826
14816.5,14816.5,15,826
14818.1,14822.1,3,826
14820.1,14990.1,5,826
14822.1,14990.1,5,826
14924.6,14989.5,5,826
14924.6,15024.3,9,826
15024.3,15061.6,12,826
14684.4,14684.4,1,827
14687.2,14687.2,2,827
14690,14810.9,6,827
14814.2,14817.2,9,827
14820.5,14823.5,14,827
14824.5,14824.5,15,827
14826,14826,16,827
14827.7,14827.7,17,827
14829.3,14831.3,18,827
14829.3,14833.3,2,827
14831.3,14964.2,3,827
14833.3,14999.6,3,827
14937.6,15026.1,3,827
14937.6,15128.5,5,827
14693.9,14693.9,1,828
14696.8,14713.5,2,828
14716.2,14818.9,8,828
14822.2,14825.2,9,828
14828.5,14831.5,14,828
14832.5,14909.1,15,828
14834.1,14914.7,3,828
14912.7,15033.6,6,828
14914.7,15033.6,6,828
14944.8,15032.7,6,828
14944.8,15039.1,11,828
15039.1,15103.4,10,828
14704.2,14715.6,1,829
14718.5,14721.5,2,829
14724.2,14826.9,3,829
14830.2,14869.8,9,829
14873.2,14876.2,10,829
14882.3,14884.7,12,829
14882.3,14888.7,1,829
14886.7,15049.8,9,829
14888.7,15049.8,9,829
14982.2,15049.1,7,829
14982.2,15058.2,13,829
15058.2,15160.6,14,829
14723.9,14723.9,1,830
14726.8,14729.5,2,830
14732.2,14871.6,7,830
14874.8,14877.8,9,830
14881.2,14884.2,10,830
14890.3,14957.5,12,830
14957.5,14961.5,1,830
14959.5,15099.2,10,830
14961.5,15099.2,10,830
15013.4,15098.4,8,830
15013.4,15098.4,15,830
15098.4,15210.7,16,830
14734.2,14734.2,1,831
14737,14739,2,831
14741.8,14879.6,4,831
14882.8,14885.8,9,831
14889.1,14913.1,14,831
14914.1,14987.9,15,831
14989.5,14993.5,3,831
14991.5,15090.9,5,831
14993.5,15090.9,5,831
15024.3,15090.2,5,831
15024.3,15090.2,9,831
15090.2,15218.2,12,831
14744.4,14744.4,1,832
14747.2,14805.2,2,832
14807.9,14887.6,5,832
14890.8,14914.8,9,832
14918.1,14991.9,14,832
14992.9,14992.9,15,832
14994.5,14998.5,3,832
14996.5,15149.1,7,832
14998.5,15149.1,7,832
15039.1,15148,6,832
15039.1,15148,11,832
15148,15242.2,10,832
14753.9,14807.3,1,833
14810.2,14813.2,2,833
14815.9,14916.5,6,833
14919.8,14993.6,9,833
14996.9,14999.9,14,833
15000.9,15000.9,15,833
15002.4,15002.4,16,833
15004.1,15004.1,17,833
15005.7,15007.7,18,833
15005.7,15009.7,2,833
15007.7,15070.9,4,833
15009.7,15101.3,4,833
15048,15124.1,4,833
15048,15220.8,7,833
14813.9,14815.9,1,834
14818.8,14821.2,2,834
14823.9,14995.3,8,834
14998.6,15001.6,9,834
15004.9,15004.9,10,834
15011,15011,12,834
15011,15015,1,834
15013,15164.2,8,834
15015,15164.2,8,834
15058.2,15163.1,7,834
15058.2,15163.1,13,834
15163.1,15298.1,14,834
14824.2,14824.2,1,835
14827,14829.2,2,835
14831.9,15003.3,3,835
15006.6,15009.6,9,835
15012.9,15012.9,14,835
15013.9,15030,15,835
15015.5,15035.6,3,835
15033.6,15178.7,6,835
15035.6,15178.7,6,835
15090.2,15177.8,5,835
15090.2,15218.2,9,835
15218.2,15312.8,12,835
14834.4,14834.4,1,836
14837.2,14873.8,2,836
14876.6,15011.3,7,836
15014.6,15017.6,9,836
15020.9,15020.9,10,836
15027,15047.8,12,836
15027,15051.8,1,836
15049.8,15197,9,836
15051.8,15197,9,836
15098.4,15196,8,836
15098.4,15210.7,15,836
15210.7,15341.4,16,836
14843.9,14876,1,837
14878.8,14881.8,2,837
14884.6,15019.3,4,837
15022.6,15025.6,9,837
15028.9,15034,14,837
15035,15035,15,837
15036.5,15036.5,16,837
15038.2,15038.2,17,837
15039.7,15041.7,18,837
15039.7,15043.7,2,837
15041.7,15158,3,837
15043.7,15197.4,3,837
15128.5,15227,3,837
15128.5,15403.6,5,837
14884.2,14884.2,1,838
14887,14889.8,2,838
14892.6,15027.3,5,838
15030.6,15035.7,9,838
15039,15042,14,838
15043,15146.4,15,838
15148,15152,3,838
15150,15216.2,7,838
15152,15216.2,7,838
15154,15215.6,6,838
15154,15242.2,11,838
15242.2,15315.4,10,838
14894.4,14894.4,1,839
14897.2,14918.8,2,839
14921.5,15037.4,6,839
15040.7,15043.7,9,839
15047,15047,10,839
15053.1,15163.1,12,839
15163.1,15167.1,1,839
15165.1,15227.8,8,839
15167.1,15227.8,8,839
15169.1,15227.2,7,839
15169.1,15298.1,13,839
15298.1,15385.7,14,839
14903.9,14920.9,1,840
14923.8,14997.6,2,840
15000.3,15045.4,8,840
15048.7,15051.7,9,840
15055,15150.4,14,840
15151.4,15151.4,15,840
15153,15153,16,840
15154.6,15154.6,17,840
15156.2,15158.2,18,840
15156.2,15160.2,2,840
15158.2,15190.8,2,840
15160.2,15227.2,2,840
15163.5,15254.5,2,840
15163.5,15377,3,840
14933.9,14999.7,1,841
15002.6,15005.6,2,841
15008.3,15053.4,3,841
15056.7,15152.1,9,841
15155.4,15158.4,14,841
15159.4,15159.4,15,841
15161,15161,16,841
15162.6,15162.6,17,841
15164.2,15166.2,18,841
15164.2,15168.2,2,841
15166.2,15194.3,1,841
15168.2,15226.5,1,841
15170.2,15250.6,1,841
15170.2,15364.1,1,841
15014.4,15014.4,1,842
15017.2,15017.2,2,842
15020,15153.9,7,842
15157.1,15160.1,9,842
15163.4,15163.4,10,842
15169.5,15169.5,12,842
15169.5,15173.5,1,842
15171.5,15293.5,10,842
15173.5,15293.5,10,842
15210.7,15292.7,8,842
15210.7,15341.4,15,842
15341.4,15427,16,842
15023.9,15023.9,1,843
15026.8,15026.8,2,843
15029.6,15161.9,4,843
15165.1,15168.1,9,843
15171.4,15171.4,14,843
15172.4,15172.4,15,843
15174,15174,16,843
15175.6,15175.6,17,843
15177.2,15179.2,18,843
15177.2,15181.2,2,843
15179.2,15250.9,4,843
15181.2,15291.1,4,843
15220.8,15321.3,4,843
15220.8,15421.3,7,843
15034.2,15034.2,1,844
15037,15037,2,844
15039.8,15169.9,5,844
15173.1,15176.1,9,844
15179.4,15179.4,14,844
15180.4,15180.4,15,844
15182,15186,3,844
15184,15298.4,5,844
15186,15298.4,5,844
15218.2,15297.6,5,844
15218.2,15312.8,9,844
15312.8,15452.7,12,844
15044.4,15044.4,1,845
15047.2,15047.2,2,845
15050,15177.9,6,845
15181.1,15184.1,9,845
15187.4,15187.4,14,845
15188.4,15188.4,15,845
15190,15194,3,845
15192,15345.6,6,845
15194,15345.6,6,845
15242.2,15344.6,6,845
15242.2,15344.6,11,845
15344.6,15440.4,10,845
15053.9,15053.9,1,846
15056.8,15056.8,2,846
15059.6,15185.9,3,846
15189.1,15192.1,9,846
15195.4,15195.4,10,846
15201.5,15201.5,12,846
15201.5,15205.5,1,846
15203.5,15406.3,9,846
15205.5,15406.3,9,846
15298.1,15405.2,7,846
15298.1,15405.2,13,846
15405.2,15522.6,14,846
15064.2,15064.2,1,847
15067,15067,2,847
15069.8,15193.9,8,847
15197.1,15200.1,9,847
15203.4,15203.4,14,847
15204.4,15296,15,847
15297.6,15301.6,3,847
15299.6,15403.4,5,847
15301.6,15403.4,5,847
15312.8,15402.5,5,847
15312.8,15440.4,9,847
15440.4,15509.8,10,847
15074.4,15074.4,1,848
15077.2,15156.1,2,848
15158.9,15201.9,7,848
15205.1,15208.1,9,848
15211.4,15211.4,10,848
15217.5,15292.7,12,848
15292.7,15296.7,1,848
15294.7,15426.9,10,848
15296.7,15426.9,10,848
15341.4,15426,8,848
15341.4,15427,15,848
15427,15547.8,16,848
15083.9,15158.2,1,849
15161.1,15164.1,2,849
15166.9,15209.9,4,849
15213.1,15216.1,9,849
15219.4,15300,14,849
15301,15301,15,849
15302.6,15306.6,3,849
15304.6,15451.7,7,849
15306.6,15451.7,7,849
15344.6,15450.7,6,849
15344.6,15452.7,11,849
15452.7,15570.3,12,849
15164.4,15166.4,1,850
15169.2,15172.1,2,850
15174.9,15217.9,5,850
15221.1,15301.7,9,850
15305,15308,14,850
15309,15309,15,850
15310.5,15310.5,16,850
15312.2,15312.2,17,850
15313.7,15315.7,18,850
15313.7,15317.7,2,850
15315.7,15397.2,1,850
15317.7,15441.4,1,850
15364.1,15474.5,1,850
15364.1,15614.8,1,850
15173.9,15175.9,1,851
15178.8,15180.8,2,851
15183.6,15303.4,6,851
15306.7,15309.7,9,851
15313,15316,14,851
15317,15317,15,851
15318.5,15318.5,16,851
15320.2,15320.2,17,851
15321.7,15323.7,18,851
15321.7,15325.7,2,851
15323.7,15402.5,3,851
15325.7,15436.4,3,851
15377,15461.8,2,851
15377,15607.7,3,851
15184.2,15184.2,1,852
15187,15189,2,852
15191.8,15311.4,3,852
15314.7,15317.7,9,852
15321,15324,14,852
15325,15325,15,852
15326.5,15326.5,16,852
15328.2,15328.2,17,852
15329.7,15331.7,18,852
15329.7,15333.7,2,852
15331.7,15431.7,4,852
15333.7,15469.1,4,852
15403.6,15497.2,3,852
15403.6,15674.9,5,852
15194.4,15194.4,1,853
15197.2,15197.2,2,853
15200,15319.4,8,853
15322.7,15325.7,9,853
15329,15329,10,853
15335.1,15335.1,12,853
15335.1,15339.1,1,853
15337.1,15482.2,8,853
15339.1,15482.2,8,853
15405.2,15481.4,7,853
15405.2,15522.6,13,853
15522.6,15604,14,853
15203.9,15203.9,1,854
15206.8,15206.8,2,854
15209.6,15327.4,7,854
15330.7,15333.7,9,854
15337,15337,14,854
15338,15338,15,854
15339.5,15339.5,16,854
15341.2,15341.2,17,854
15342.7,15431.7,18,854
15342.7,15469.1,2,854
15431.7,15499.3,4,854
15469.1,15537,4,854
15471.1,15565.2,4,854
15471.1,15728.3,7,854
15214.2,15214.2,1,855
15217,15217,2,855
15219.8,15335.4,4,855
15338.7,15341.7,9,855
15345,15345,10,855
15351.1,15404.3,12,855
15351.1,15408.3,1,855
15406.3,15523.8,9,855
15408.3,15523.8,9,855
15427,15522.9,8,855
15427,15547.8,15,855
15547.8,15663.7,16,855
15224.4,15224.4,1,856
15227.2,15227.2,2,856
15230,15343.4,5,856
15346.7,15349.7,9,856
15353,15353,14,856
15354,15354,15,856
15355.6,15359.6,3,856
15357.6,15535.3,6,856
15359.6,15535.3,6,856
15440.4,15534.3,5,856
15440.4,15534.3,9,856
15534.3,15684.7,10,856
15233.9,15233.9,1,857
15236.8,15305.6,2,857
15308.4,15351.4,6,857
15354.7,15357.7,9,857
15361,15361,14,857
15362,15449.1,15,857
15450.7,15454.7,3,857
15452.7,15577.1,7,857
15454.7,15577.1,7,857
15456.7,15575.9,6,857
15456.7,15575.9,11,857
15575.9,15655.3,12,857
15244.2,15307.8,1,858
15310.6,15313.6,2,858
15316.4,15359.4,3,858
15362.7,15365.7,9,858
15369,15403.2,10,858
15409.3,15481.4,12,858
15481.4,15485.4,1,858
15483.4,15634,8,858
15485.4,15634,8,858
15522.6,15632.9,7,858
15522.6,15632.9,13,858
15632.9,15771.1,14,858
15314.4,15316.4,1,859
15319.2,15321.6,2,859
15324.4,15367.4,8,859
15370.7,15373.7,9,859
15377,15453.1,14,859
15454.1,15454.1,15,859
15455.7,15459.7,3,859
15457.7,15612.1,5,859
15459.7,15612.1,5,859
15534.3,15611.3,5,859
15534.3,15655.3,9,859
15655.3,15738.6,12,859
15323.9,15325.9,1,860
15328.8,15330.8,2,860
15333.6,15375.4,7,860
15378.7,15404.9,9,860
15408.2,15480.3,10,860
15486.4,15486.4,12,860
15486.4,15490.4,1,860
15488.4,15621.3,10,860
15490.4,15621.3,10,860
15547.8,15620.6,8,860
15547.8,15663.7,15,860
15663.7,15757.7,16,860
15334.2,15334.2,1,861
15337,15339,2,861
15341.8,15406.6,4,861
15409.9,15454.8,9,861
15458.1,15461.1,14,861
15462.1,15531.7,15,861
15463.7,15537.3,3,861
15535.3,15635.1,6,861
15537.3,15635.1,6,861
15575.9,15634.5,6,861
15575.9,15684.7,11,861
15684.7,15747,10,861
15344.4,15344.4,1,862
15347.2,15347.2,2,862
15350,15456.5,5,862
15459.8,15462.8,9,862
15466.1,15535.7,14,862
15536.7,15536.7,15,862
15538.2,15538.2,16,862
15539.9,15539.9,17,862
15541.4,15543.4,18,862
15541.4,15545.4,2,862
15543.4,15635.5,2,862
15545.4,15672.7,2,862
15607.7,15700.5,2,862
15607.7,15847.7,3,862
15353.9,15353.9,1,863
15356.8,15356.8,2,863
15359.6,15464.5,6,863
15467.8,15537.4,9,863
15540.7,15543.7,14,863
15544.7,15544.7,15,863
15546.2,15546.2,16,863
15547.9,15547.9,17,863
15549.4,15551.4,18,863
15549.4,15553.4,2,863
15551.4,15645,1,863
15553.4,15685.3,1,863
15614.8,15715.5,1,863
15614.8,15866.3,1,863
15364.2,15364.2,1,864
15367,15367,2,864
15369.8,15539.1,3,864
15542.4,15545.4,9,864
15548.7,15548.7,10,864
15554.8,15554.8,12,864
15554.8,15558.8,1,864
15556.8,15705.1,9,864
15558.8,15705.1,9,864
15632.9,15704.4,7,864
15632.9,15771.1,13,864
15771.1,15850,14,864
15374.4,15374.4,1,865
15377.2,15377.2,2,865
15380,15547.1,8,865
15550.4,15553.4,9,865
15556.7,15556.7,14,865
15557.7,15609.7,15,865
15611.3,15615.3,3,865
15613.3,15754.7,5,865
15615.3,15754.7,5,865
15655.3,15753.7,5,865
15655.3,15753.7,9,865
