Resource,Start,End,Track,Train
5,1938.10,1947.40,77,3
16,1916.07,1938.10,53,3
15,1916.07,1920.37,53,3
2,1947.40,1948.40,77,3
8,1941.71,1944.21,78,8
9,1944.21,1949.11,78,8
12,1921.06,1941.71,57,8
13,1921.06,1925.01,57,8
3,1949.10,1950.10,78,8
6,1947.45,1949.95,79,9
7,1949.95,1950.95,79,9
10,1928.90,1947.45,62,9
11,1928.90,1934.82,62,9
1,1950.94,1951.94,79,9
2,1951.73,1952.73,80,0
4,1952.14,1952.14,81,1
5,1952.14,1953.94,81,1
12,1931.45,1952.14,64,1
13,1931.45,1935.40,64,1
6,1954.95,1954.95,82,12
7,1954.95,1954.95,82,12
16,1934.13,1954.95,65,12
15,1934.13,1938.43,65,12
2,1953.90,1954.90,81,1
1,1954.36,1955.36,82,12
8,1957.27,1957.27,83,11
9,1957.27,1957.27,83,11
12,1935.66,1957.27,67,11
13,1935.66,1939.61,67,11
3,1957.23,1958.23,83,11
6,1952.73,1955.23,84,5
7,1955.23,1958.93,84,5
10,1934.84,1952.73,66,5
11,1934.84,1940.76,66,5
1,1958.08,1959.08,84,5
4,1948.28,1948.28,85,2
5,1948.28,1960.48,85,2
12,1927.45,1948.28,61,2
13,1927.45,1931.40,61,2
2,1960.39,1961.39,85,2
8,1949.78,1949.78,87,13
9,1949.78,1962.18,87,13
16,1929.81,1949.78,63,13
15,1929.81,1934.11,63,13
6,1959.92,1962.42,88,6
7,1962.42,1963.12,88,6
16,1938.47,1959.92,69,6
15,1938.47,1942.77,69,6
3,1962.10,1963.10,87,13
1,1963.03,1964.03,88,6
2,1965.17,1966.17,89,0
8,1964.70,1964.70,91,10
9,1964.70,1966.50,91,10
12,1941.78,1964.70,73,10
13,1941.78,1945.73,73,10
1,1965.95,1966.95,90,0
3,1966.30,1967.30,91,10
6,1967.83,1967.83,92,7
7,1967.83,1969.13,92,7
12,1946.30,1967.83,76,7
13,1946.30,1950.25,76,7
1,1969.12,1970.12,92,7
4,1963.48,1963.48,93,4
5,1963.48,1970.48,93,4
16,1943.10,1963.48,74,4
15,1943.10,1947.40,74,4
8,1966.91,1966.91,94,3
9,1966.91,1971.31,94,3
10,1947.40,1966.91,77,3
11,1947.40,1953.32,77,3
2,1970.44,1971.44,93,4
3,1971.31,1972.31,94,3
6,1970.21,1970.21,95,8
7,1970.21,1973.11,95,8
16,1949.11,1970.21,78,8
15,1949.11,1953.41,78,8
1,1972.58,1973.58,95,8
8,1972.95,1972.95,97,1
9,1972.95,1975.85,97,1
10,1953.94,1972.95,81,1
11,1953.94,1959.86,81,1
2,1975.19,1976.19,96,0
3,1975.83,1976.83,97,1
6,1973.99,1973.99,98,9
7,1973.99,1977.09,98,9
12,1950.95,1973.99,79,9
13,1950.95,1954.90,79,9
1,1976.19,1977.19,98,9
4,1978.34,1978.34,101,11
5,1978.34,1980.44,101,11
16,1957.27,1978.34,83,11
15,1957.27,1961.57,83,11
1,1979.47,1980.47,100,0
2,1980.42,1981.42,101,11
8,1977.26,1977.26,102,12
9,1977.26,1981.76,102,12
12,1954.95,1977.26,82,12
13,1954.95,1958.90,82,12
3,1981.75,1982.75,102,12
6,1981.20,1981.20,103,5
7,1981.20,1983.00,103,5
12,1958.93,1981.20,84,5
13,1958.93,1962.88,84,5
1,1982.92,1983.92,103,5
3,1984.77,1985.77,104,0
4,1983.76,1983.76,105,13
5,1983.76,1986.36,105,13
16,1962.18,1983.76,87,13
15,1962.18,1966.48,87,13
2,1986.01,1987.01,105,13
6,1979.52,1979.52,107,2
7,1979.52,1987.42,107,2
10,1960.48,1979.52,85,2
11,1960.48,1966.39,85,2
1,1987.41,1988.41,107,2
8,1987.59,1987.59,108,10
9,1987.59,1989.39,108,10
16,1966.50,1987.59,91,10
15,1966.50,1970.80,91,10
3,1989.37,1990.37,108,10
2,1989.97,1990.97,109,0
6,1992.72,1992.72,110,3
7,1992.72,1993.22,110,3
16,1971.31,1992.72,94,3
15,1971.31,1975.61,94,3
8,1993.82,1993.82,111,8
9,1993.82,1993.92,111,8
12,1973.11,1993.82,95,8
13,1973.11,1977.06,95,8
1,1993.20,1994.20,110,3
4,1991.57,1991.57,112,7
5,1991.57,1994.97,112,7
12,1969.13,1991.57,92,7
13,1969.13,1973.08,92,7
3,1993.89,1994.89,111,8
2,1994.91,1995.91,112,7
6,1989.48,1991.98,113,4
7,1991.98,1997.18,113,4
10,1970.48,1989.48,93,4
11,1970.48,1976.39,93,4
1,1996.63,1997.63,113,4
8,1987.17,1987.17,114,6
9,1987.17,1998.27,114,6
12,1963.12,1987.17,88,6
13,1963.12,1967.07,88,6
3,1998.26,1999.26,114,6
2,1999.29,2000.29,115,0
1,2001.58,2002.58,116,0
8,1996.31,1996.31,117,1
9,1996.31,2002.71,117,1
16,1975.85,1996.31,97,1
15,1975.85,1980.15,97,1
3,2002.68,2003.68,117,1
4,1999.21,1999.21,118,11
5,1999.21,2004.51,118,11
10,1980.44,1999.21,101,11
11,1980.44,1986.36,101,11
2,2004.49,2005.49,118,11
8,2000.05,2000.05,120,9
9,2000.05,2007.95,120,9
12,1977.09,2000.05,98,9
13,1977.09,1981.04,98,9
1,2007.66,2008.66,119,0
3,2007.92,2008.92,120,9
4,2008.36,2008.36,122,2
5,2008.36,2010.46,122,2
12,1987.42,2008.36,107,2
13,1987.42,1991.37,107,2
2,2009.68,2010.68,122,2
1,2011.05,2012.05,123,0
8,2003.57,2003.57,125,5
9,2003.57,2013.17,125,5
12,1983.00,2003.57,103,5
13,1983.00,1986.95,103,5
3,2013.16,2014.16,125,5
2,2014.24,2015.24,126,0
1,2014.60,2015.60,127,0
4,2013.95,2013.95,2,3
5,2013.95,2016.65,2,3
12,1993.22,2013.95,110,3
13,1993.22,1997.17,110,3
1,2016.01,2017.01,1,0
2,2016.65,2017.65,2,3
8,2010.73,2010.73,3,10
9,2010.73,2018.43,3,10
16,1989.39,2010.73,108,10
15,1989.39,1993.69,108,10
3,2018.43,2019.43,3,10
1,2019.49,2020.49,4,0
2,2021.03,2022.03,5,0
1,2022.93,2023.93,6,0
8,2018.84,2018.84,7,6
9,2018.84,2024.44,7,6
16,1998.27,2018.84,114,6
15,1998.27,2002.57,114,6
3,2024.44,2025.44,7,6
4,2005.01,2005.01,8,13
5,2005.01,2026.31,8,13
10,1986.36,2005.01,105,13
11,1986.36,1992.28,105,13
2,2026.28,2027.28,8,13
1,2027.82,2028.82,10,0
2,2029.19,2030.19,11,0
8,2023.93,2026.43,13,11
9,2026.43,2031.13,13,11
10,2004.51,2023.93,118,11
11,2004.51,2010.43,118,11
3,2031.13,2032.13,13,11
1,2033.17,2034.17,14,0
2,2034.00,2035.00,15,0
8,2027.93,2027.93,16,9
9,2027.93,2035.43,16,9
16,2007.95,2027.93,120,9
15,2007.95,2012.25,120,9
3,2035.19,2036.19,16,9
1,2036.57,2037.57,17,0
8,2015.34,2015.34,18,8
9,2015.34,2039.74,18,8
16,1993.92,2015.34,111,8
15,1993.92,1998.22,111,8
3,2038.77,2039.77,18,8
2,2040.04,2041.04,19,0
1,2041.28,2042.28,20,0
2,2043.55,2044.55,21,0
1,2044.51,2045.51,22,0
8,2019.46,2019.46,23,4
9,2019.46,2045.56,23,4
12,1997.18,2019.46,113,4
13,1997.18,2001.13,113,4
3,2045.56,2046.56,23,4
1,2046.83,2047.83,24,0
3,2048.25,2049.25,25,0
2,2048.60,2049.60,26,0
1,2050.24,2051.24,27,0
8,2038.80,2038.80,29,10
9,2038.80,2052.60,29,10
16,2018.43,2038.80,3,10
15,2018.43,2022.73,3,10
3,2052.60,2053.60,29,10
2,2053.11,2054.11,30,0
1,2055.20,2056.20,31,0
8,2046.24,2046.24,32,6
9,2046.24,2057.54,32,6
16,2024.44,2046.24,7,6
15,2024.44,2028.74,7,6
3,2057.53,2058.53,32,6
2,2058.19,2059.19,33,0
1,2059.82,2060.82,34,0
8,2036.45,2036.45,35,5
9,2036.45,2061.85,35,5
16,2013.17,2036.45,125,5
15,2013.17,2017.47,125,5
3,2061.84,2062.84,35,5
2,2062.93,2063.93,36,0
1,2063.56,2064.56,37,0
8,2059.08,2059.08,38,8
9,2059.08,2066.18,38,8
16,2039.74,2059.08,18,8
15,2039.74,2044.04,18,8
3,2066.18,2067.18,38,8
1,2066.67,2067.67,39,0
2,2067.72,2068.72,40,0
8,2035.19,2037.69,43,3
9,2037.69,2070.99,43,3
10,2016.65,2035.19,2,3
11,2016.65,2022.57,2,3
1,2070.13,2071.13,42,0
3,2070.99,2071.99,43,3
2,2073.07,2074.07,44,0
1,2074.07,2075.07,45,0
8,2050.50,2050.50,46,11
9,2050.50,2075.30,46,11
16,2031.13,2050.50,13,11
15,2031.13,2035.43,13,11
3,2075.29,2076.29,46,11
1,2077.49,2078.49,48,0
2,2077.84,2078.84,49,0
8,2076.18,2076.18,50,6
9,2076.18,2079.68,50,6
16,2057.54,2076.18,32,6
15,2057.54,2061.84,32,6
3,2079.68,2080.68,50,6
1,2081.00,2082.00,51,0
2,2082.62,2083.62,52,0
8,2002.36,2002.36,53,12
9,2002.36,2084.06,53,12
16,1981.76,2002.36,102,12
15,1981.76,1986.06,102,12
3,2084.03,2085.03,53,12
1,2085.08,2086.08,54,0
8,2081.76,2081.76,55,5
9,2081.76,2088.36,55,5
16,2061.85,2081.76,35,5
15,2061.85,2066.15,35,5
3,2087.38,2088.38,55,5
2,2088.38,2089.38,56,0
1,2088.61,2089.61,57,0
1,2092.01,2093.01,58,0
8,2022.77,2022.77,60,1
9,2022.77,2093.47,60,1
16,2002.71,2022.77,117,1
15,2002.71,2007.01,117,1
2,2093.11,2094.11,59,0
3,2093.46,2094.46,60,1
1,2095.45,2096.45,61,0
8,2073.29,2075.79,63,10
9,2075.79,2097.79,63,10
16,2052.60,2073.29,29,10
15,2052.60,2056.90,29,10
2,2096.88,2097.88,62,0
3,2097.51,2098.51,63,10
1,2098.90,2099.90,64,0
8,2055.39,2055.39,65,9
9,2055.39,2102.09,65,9
16,2035.43,2055.39,16,9
15,2035.43,2039.73,16,9
3,2101.34,2102.34,65,9
2,2102.54,2103.54,66,0
1,2103.59,2104.59,67,0
8,2045.30,2045.30,69,13
9,2045.30,2106.40,69,13
10,2026.31,2045.30,8,13
11,2026.31,2032.23,8,13
3,2105.68,2106.68,69,13
1,2106.34,2107.34,70,0
2,2107.36,2108.36,72,0
1,2109.76,2110.76,73,0
8,2099.48,2099.48,74,6
9,2099.48,2111.08,74,6
16,2079.68,2099.48,50,6
15,2079.68,2083.98,50,6
3,2111.07,2112.07,74,6
3,2112.34,2113.34,75,0
1,2114.24,2115.24,76,0
4,2065.71,2065.71,77,4
5,2065.71,2115.41,77,4
16,2045.56,2065.71,23,4
15,2045.56,2049.86,23,4
2,2115.40,2116.40,77,4
8,2104.61,2104.61,78,12
9,2104.61,2117.11,78,12
16,2084.06,2104.61,53,12
15,2084.06,2088.36,53,12
3,2117.10,2118.10,78,12
1,2118.94,2119.94,79,0
2,2119.73,2120.73,80,0
4,2095.11,2095.11,81,11
5,2095.11,2121.91,81,11
16,2075.30,2095.11,46,11
15,2075.30,2079.60,46,11
2,2121.90,2122.90,81,11
1,2122.36,2123.36,82,0
8,2090.73,2090.73,83,3
9,2090.73,2125.23,83,3
16,2070.99,2090.73,43,3
15,2070.99,2075.29,43,3
6,2029.42,2029.42,84,2
7,2029.42,2126.12,84,2
10,2010.46,2029.42,122,2
11,2010.46,2016.37,122,2
3,2125.23,2126.23,83,3
1,2126.08,2127.08,84,2
4,2122.22,2122.22,85,9
5,2122.22,2128.42,85,9
16,2102.09,2122.22,65,9
15,2102.09,2106.39,65,9
2,2128.39,2129.39,85,9
8,2085.42,2085.42,87,8
9,2085.42,2130.12,87,8
16,2066.18,2085.42,38,8
15,2066.18,2070.48,38,8
6,2125.43,2125.43,88,13
7,2125.43,2131.03,88,13
16,2106.40,2125.43,69,13
15,2106.40,2110.70,69,13
3,2130.10,2131.10,87,8
1,2131.03,2132.03,88,13
2,2133.17,2134.17,89,0
8,2013.53,2013.53,91,7
9,2013.53,2134.43,91,7
10,1994.97,2013.53,112,7
11,1994.97,2000.88,112,7
1,2133.95,2134.95,90,0
3,2134.30,2135.30,91,7
6,2113.14,2113.14,92,1
7,2113.14,2137.14,92,1
16,2093.47,2113.14,60,1
15,2093.47,2097.77,60,1
1,2137.12,2138.12,92,1
4,2136.45,2136.45,93,12
5,2136.45,2138.45,93,12
16,2117.11,2136.45,78,12
15,2117.11,2121.41,78,12
8,2133.56,2133.56,94,4
9,2133.56,2139.36,94,4
10,2115.41,2133.56,77,4
11,2115.41,2121.32,77,4
2,2138.44,2139.44,93,12
3,2139.31,2140.31,94,4
6,2107.76,2107.76,95,5
7,2107.76,2141.16,95,5
16,2088.36,2107.76,55,5
15,2088.36,2092.66,55,5
1,2140.58,2141.58,95,5
8,2116.97,2116.97,97,10
9,2116.97,2143.87,97,10
16,2097.79,2116.97,63,10
15,2097.79,2102.09,63,10
2,2143.19,2144.19,96,0
3,2143.83,2144.83,97,10
1,2144.19,2145.19,98,0
6,2131.29,2131.29,100,6
7,2131.29,2147.49,100,6
16,2111.08,2131.29,74,6
15,2111.08,2115.38,74,6
4,2146.03,2146.03,101,9
5,2146.03,2148.43,101,9
10,2128.42,2146.03,85,9
11,2128.42,2134.34,85,9
1,2147.47,2148.47,100,6
2,2148.42,2149.42,101,9
8,2144.79,2144.79,102,3
9,2144.79,2149.79,102,3
16,2125.23,2144.79,83,3
15,2125.23,2129.53,83,3
3,2149.75,2150.75,102,3
6,2141.70,2141.70,103,11
7,2141.70,2151.50,103,11
10,2121.91,2141.70,81,11
11,2121.91,2127.83,81,11
1,2150.92,2151.92,103,11
3,2152.77,2153.77,104,0
4,2153.29,2153.29,105,8
5,2153.29,2154.39,105,8
16,2130.12,2153.29,87,8
15,2130.12,2134.42,87,8
2,2154.01,2155.01,105,8
6,2154.89,2154.89,107,7
7,2154.89,2155.49,107,7
16,2134.43,2154.89,91,7
15,2134.43,2138.73,91,7
1,2155.41,2156.41,107,7
8,2147.23,2147.23,108,2
9,2147.23,2157.43,108,2
12,2126.12,2147.23,84,2
13,2126.12,2130.07,84,2
3,2157.37,2158.37,108,2
2,2157.97,2158.97,109,0
6,2156.71,2159.21,110,12
7,2159.21,2161.21,110,12
10,2138.45,2156.71,93,12
11,2138.45,2144.37,93,12
8,2151.04,2151.04,111,13
9,2151.04,2161.94,111,13
12,2131.03,2151.04,88,13
13,2131.03,2134.98,88,13
1,2161.20,2162.20,110,12
4,2162.01,2162.01,112,5
5,2162.01,2162.91,112,5
12,2141.16,2162.01,95,5
13,2141.16,2145.11,95,5
3,2161.89,2162.89,111,13
2,2162.91,2163.91,112,5
6,2157.37,2157.37,113,1
7,2157.37,2165.17,113,1
12,2137.14,2157.37,92,1
13,2137.14,2141.09,92,1
1,2164.63,2165.63,113,1
8,2164.70,2164.70,114,10
9,2164.70,2166.30,114,10
16,2143.87,2164.70,97,10
15,2143.87,2148.17,97,10
3,2166.26,2167.26,114,10
2,2167.29,2168.29,115,0
6,2168.10,2168.10,116,9
7,2168.10,2169.60,116,9
10,2148.43,2168.10,101,9
11,2148.43,2154.34,101,9
1,2169.58,2170.58,116,9
8,2169.13,2169.13,117,6
9,2169.13,2170.73,117,6
12,2147.49,2169.13,100,6
13,2147.49,2151.44,100,6
3,2170.68,2171.68,117,6
4,2159.35,2159.35,118,4
5,2159.35,2172.55,118,4
16,2139.36,2159.35,94,4
15,2139.36,2143.66,94,4
2,2172.49,2173.49,118,4
6,2175.48,2175.48,119,8
7,2175.48,2175.68,119,8
10,2154.39,2175.48,105,8
11,2154.39,2160.30,105,8
8,2173.73,2173.73,120,11
9,2173.73,2175.93,120,11
12,2151.50,2173.73,103,11
13,2151.50,2155.45,103,11
1,2175.66,2176.66,119,8
3,2175.92,2176.92,120,11
4,2173.19,2173.19,122,3
5,2173.19,2178.49,122,3
16,2149.79,2173.19,102,3
15,2149.79,2154.09,102,3
2,2177.68,2178.68,122,3
6,2178.04,2178.04,123,2
7,2178.04,2179.64,123,2
16,2157.43,2178.04,108,2
15,2157.43,2161.73,108,2
1,2179.05,2180.05,123,2
8,2180.01,2180.01,125,7
9,2180.01,2181.21,125,7
12,2155.49,2180.01,107,7
13,2155.49,2159.44,107,7
3,2181.16,2182.16,125,7
2,2182.24,2183.24,126,0
1,2182.60,2183.60,127,0
6,2183.05,2183.05,1,12
7,2183.05,2184.05,1,12
12,2161.21,2183.05,110,12
13,2161.21,2165.16,110,12
4,2184.08,2184.08,2,5
5,2184.08,2184.68,2,5
10,2162.91,2184.08,112,5
11,2162.91,2168.83,112,5
2,2184.65,2185.65,2,5
1,2184.01,2185.01,1,12
12,2165.17,2165.17,113,1
13,2165.17,2169.12,113,1
3,2186.43,2187.43,3,1
6,2185.05,2187.55,4,13
7,2187.55,2188.05,4,13
16,2161.94,2185.05,111,13
15,2161.94,2166.24,111,13
1,2187.49,2188.49,4,13
2,2189.03,2190.03,5,0
1,2190.93,2191.93,6,0
8,2188.48,2188.48,7,10
9,2188.48,2192.48,7,10
16,2166.30,2188.48,114,10
15,2166.30,2170.60,114,10
3,2192.44,2193.44,7,10
4,2190.88,2190.88,8,4
5,2190.88,2194.38,8,4
10,2172.55,2190.88,118,4
11,2172.55,2178.47,118,4
2,2194.28,2195.28,8,4
6,2192.50,2195.00,10,6
7,2195.00,2195.90,10,6
16,2170.73,2192.50,117,6
15,2170.73,2175.03,117,6
1,2195.82,2196.82,10,6
2,2197.19,2198.19,11,0
8,2198.45,2198.45,13,3
9,2198.45,2199.15,13,3
10,2178.49,2198.45,122,3
11,2178.49,2184.41,122,3
3,2199.13,2200.13,13,3
6,2193.48,2195.98,14,9
7,2195.98,2201.18,14,9
12,2169.60,2193.48,116,9
13,2169.60,2173.55,116,9
4,2196.63,2199.13,15,8
5,2199.13,2202.03,15,8
12,2175.68,2196.63,119,8
13,2175.68,2179.63,119,8
1,2201.17,2202.17,14,9
2,2202.00,2203.00,15,8
8,2197.49,2197.49,16,11
9,2197.49,2203.49,16,11
16,2175.93,2197.49,120,11
15,2175.93,2180.23,120,11
3,2203.19,2204.19,16,11
12,2184.05,2184.05,1,12
13,2184.05,2188.00,1,12
1,2204.57,2205.57,17,12
3,2206.77,2207.77,18,0
4,2206.56,2206.56,19,7
5,2206.56,2208.06,19,7
16,2181.21,2206.56,125,7
15,2181.21,2185.51,125,7
2,2208.04,2209.04,19,7
6,2204.48,2206.98,20,5
7,2206.98,2209.28,20,5
10,2184.68,2204.48,2,5
11,2184.68,2190.60,2,5
1,2209.28,2210.28,20,5
2,2211.55,2212.55,21,0
6,2209.18,2209.18,22,13
7,2209.18,2213.28,22,13
12,2188.05,2209.18,4,13
13,2188.05,2192.00,4,13
1,2212.51,2213.51,22,13
8,2200.72,2203.22,23,2
9,2203.22,2213.62,23,2
12,2179.64,2200.72,123,2
13,2179.64,2183.59,123,2
3,2213.56,2214.56,23,2
1,2214.83,2215.83,24,0
4,2208.42,2210.92,26,1
5,2210.92,2216.62,26,1
16,2187.18,2208.42,3,1
15,2187.18,2191.48,3,1
3,2216.25,2217.25,25,0
2,2216.60,2217.60,26,1
6,2214.27,2214.27,27,10
7,2214.27,2218.27,27,10
16,2192.48,2214.27,7,10
15,2192.48,2196.78,7,10
1,2218.24,2219.24,27,10
8,2212.93,2212.93,29,4
9,2212.93,2220.63,29,4
10,2194.38,2212.93,8,4
11,2194.38,2200.30,8,4
3,2220.60,2221.60,29,4
2,2221.11,2222.11,30,0
6,2221.21,2221.21,31,9
7,2221.21,2223.21,31,9
12,2201.18,2221.21,14,9
13,2201.18,2205.13,14,9
1,2223.20,2224.20,31,9
8,2219.43,2219.43,32,3
9,2219.43,2225.53,32,3
16,2199.15,2219.43,13,3
15,2199.15,2203.45,13,3
4,2216.99,2216.99,33,6
5,2216.99,2226.19,33,6
12,2195.90,2216.99,10,6
13,2195.90,2199.85,10,6
3,2225.53,2226.53,32,3
2,2226.19,2227.19,33,6
6,2225.94,2225.94,34,12
7,2225.94,2227.84,34,12
12,2205.13,2225.94,17,12
13,2205.13,2209.08,17,12
1,2227.82,2228.82,34,12
8,2224.15,2224.15,35,11
9,2224.15,2229.85,35,11
16,2203.49,2224.15,16,11
15,2203.49,2207.79,16,11
3,2229.84,2230.84,35,11
6,2226.72,2229.22,37,7
7,2229.22,2231.82,37,7
10,2208.06,2226.72,19,7
11,2208.06,2213.98,19,7
2,2230.93,2231.93,36,0
1,2231.56,2232.56,37,7
8,2220.28,2220.28,38,8
9,2220.28,2234.18,38,8
10,2202.03,2220.28,15,8
11,2202.03,2207.94,15,8
3,2234.18,2235.18,38,8
1,2234.67,2235.67,39,0
4,2234.98,2234.98,40,5
5,2234.98,2235.78,40,5
12,2209.28,2234.98,20,5
13,2209.28,2213.23,20,5
2,2235.72,2236.72,40,5
6,2235.92,2235.92,42,1
7,2235.92,2238.22,42,1
10,2216.62,2235.92,26,1
11,2216.62,2222.53,26,1
8,2237.12,2237.12,43,2
9,2237.12,2239.02,43,2
16,2213.62,2237.12,23,2
15,2213.62,2217.92,23,2
1,2238.13,2239.13,42,1
3,2238.99,2239.99,43,2
4,2241.13,2241.13,44,4
5,2241.13,2241.73,44,4
16,2220.63,2241.13,29,4
15,2220.63,2224.93,29,4
2,2241.07,2242.07,44,4
6,2238.84,2238.84,45,13
7,2238.84,2242.24,45,13
12,2213.28,2238.84,22,13
13,2213.28,2217.23,22,13
1,2242.07,2243.07,45,13
8,2241.55,2241.55,46,10
9,2241.55,2243.35,46,10
12,2218.27,2241.55,27,10
13,2218.27,2222.22,27,10
3,2243.29,2244.29,46,10
6,2245.50,2245.50,48,9
7,2245.50,2246.20,48,9
12,2223.21,2245.50,31,9
13,2223.21,2227.16,31,9
1,2245.49,2246.49,48,9
2,2245.84,2246.84,49,0
8,2247.10,2247.10,50,3
9,2247.10,2247.70,50,3
16,2225.53,2247.10,32,3
15,2225.53,2229.83,32,3
3,2247.68,2248.68,50,3
1,2249.00,2250.00,51,0
4,2249.74,2249.74,52,11
5,2249.74,2250.64,52,11
16,2229.85,2249.74,35,11
15,2229.85,2234.15,35,11
2,2250.62,2251.62,52,11
8,2252.08,2252.08,53,7
9,2252.08,2252.08,53,7
12,2231.82,2252.08,37,7
13,2231.82,2235.77,37,7
6,2248.19,2248.19,54,12
7,2248.19,2253.09,54,12
12,2227.84,2248.19,34,12
13,2227.84,2231.79,34,12
3,2252.03,2253.03,53,7
1,2253.08,2254.08,54,12
3,2255.38,2256.38,55,0
4,2255.61,2255.61,56,5
5,2255.61,2256.61,56,5
10,2235.78,2255.61,40,5
11,2235.78,2241.69,40,5
6,2256.90,2256.90,57,8
7,2256.90,2257.10,57,8
16,2234.18,2256.90,38,8
15,2234.18,2238.48,38,8
2,2256.38,2257.38,56,5
1,2256.61,2257.61,57,8
1,2260.01,2261.01,58,0
8,2259.36,2259.36,60,1
9,2259.36,2261.46,60,1
12,2238.22,2259.36,42,1
13,2238.22,2242.17,42,1
2,2261.11,2262.11,59,0
3,2261.46,2262.46,60,1
6,2262.15,2262.15,61,2
7,2262.15,2263.45,61,2
16,2239.02,2262.15,43,2
15,2239.02,2243.32,43,2
1,2263.45,2264.45,61,2
4,2264.20,2264.20,62,13
5,2264.20,2264.90,62,13
12,2242.24,2264.20,45,13
13,2242.24,2246.19,45,13
8,2263.10,2265.60,63,4
9,2265.60,2265.80,63,4
10,2241.73,2263.10,44,4
11,2241.73,2247.65,44,4
2,2264.88,2265.88,62,13
3,2265.51,2266.51,63,4
6,2244.01,2244.01,64,6
7,2244.01,2267.41,64,6
10,2226.19,2244.01,33,6
11,2226.19,2232.11,33,6
1,2266.90,2267.90,64,6
8,2269.32,2269.32,65,9
9,2269.32,2270.12,65,9
12,2246.20,2269.32,48,9
13,2246.20,2250.15,48,9
3,2269.34,2270.34,65,9
4,2268.75,2268.75,66,3
5,2268.75,2270.85,66,3
16,2247.70,2268.75,50,3
15,2247.70,2252.00,50,3
6,2265.89,2265.89,67,10
7,2265.89,2271.59,67,10
16,2243.35,2265.89,46,10
15,2243.35,2247.65,46,10
2,2270.54,2271.54,66,3
1,2271.59,2272.59,67,10
8,2273.46,2273.46,69,12
9,2273.46,2274.46,69,12
12,2253.09,2273.46,54,12
13,2253.09,2257.04,54,12
3,2273.68,2274.68,69,12
1,2274.34,2275.34,70,0
2,2275.36,2276.36,72,0
6,2270.87,2273.37,73,11
7,2273.37,2277.77,73,11
10,2250.64,2270.87,52,11
11,2250.64,2256.55,52,11
1,2277.76,2278.76,73,11
8,2273.88,2273.88,74,7
9,2273.88,2279.08,74,7
16,2252.08,2273.88,53,7
15,2252.08,2256.38,53,7
3,2279.07,2280.07,74,7
3,2280.34,2281.34,75,0
6,2275.18,2275.18,76,5
7,2275.18,2282.28,76,5
10,2256.61,2275.18,56,5
11,2256.61,2262.53,56,5
1,2282.24,2283.24,76,5
4,2282.21,2282.21,77,1
5,2282.21,2283.41,77,1
16,2261.46,2282.21,60,1
15,2261.46,2265.76,60,1
2,2283.40,2284.40,77,1
8,2284.90,2284.90,78,2
9,2284.90,2285.10,78,2
12,2263.45,2284.90,61,2
13,2263.45,2267.40,61,2
3,2285.10,2286.10,78,2
6,2286.35,2286.35,79,4
7,2286.35,2286.95,79,4
16,2265.80,2286.35,63,4
15,2265.80,2270.10,63,4
1,2286.94,2287.94,79,4
2,2287.73,2288.73,80,0
4,2279.13,2279.13,81,8
5,2279.13,2289.93,81,8
12,2257.10,2279.13,57,8
13,2257.10,2261.05,57,8
6,2283.43,2283.43,82,13
7,2283.43,2290.93,82,13
10,2264.90,2283.43,62,13
11,2264.90,2270.82,62,13
2,2289.90,2290.90,81,8
1,2290.36,2291.36,82,13
8,2288.10,2288.10,83,6
9,2288.10,2293.30,83,6
12,2267.41,2288.10,64,6
13,2267.41,2271.36,64,6
3,2293.23,2294.23,83,6
6,2292.80,2292.80,84,10
7,2292.80,2294.90,84,10
12,2271.59,2292.80,67,10
13,2271.59,2275.54,67,10
1,2294.08,2295.08,84,10
4,2291.22,2293.72,85,3
5,2293.72,2296.42,85,3
10,2270.85,2291.22,66,3
11,2270.85,2276.76,66,3
2,2296.39,2297.39,85,3
8,2293.65,2293.65,87,9
9,2293.65,2298.15,87,9
16,2270.12,2293.65,65,9
15,2270.12,2274.42,65,9
6,2295.79,2295.79,88,12
7,2295.79,2299.09,88,12
16,2274.46,2295.79,69,12
15,2274.46,2278.76,69,12
3,2298.10,2299.10,87,9
1,2299.03,2300.03,88,12
2,2301.17,2302.17,89,0
8,2302.18,2302.18,91,1
9,2302.18,2302.48,91,1
10,2283.41,2302.18,77,1
11,2283.41,2289.33,77,1
1,2301.95,2302.95,90,0
3,2302.30,2303.30,91,1
6,2303.35,2303.35,92,5
7,2303.35,2305.15,92,5
12,2282.28,2303.35,76,5
13,2282.28,2286.23,76,5
1,2305.12,2306.12,92,5
4,2300.69,2300.69,93,7
5,2300.69,2306.49,93,7
16,2279.08,2300.69,74,7
15,2279.08,2283.38,74,7
10,2289.93,2289.93,81,8
11,2289.93,2295.85,81,8
2,2306.44,2307.44,93,7
3,2307.31,2308.31,94,8
6,2299.50,2299.50,95,11
7,2299.50,2309.10,95,11
12,2277.77,2299.50,73,11
13,2277.77,2281.72,73,11
1,2308.58,2309.58,95,11
8,2308.83,2308.83,97,4
9,2308.83,2311.83,97,4
12,2286.95,2308.83,79,4
13,2286.95,2290.90,79,4
2,2311.19,2312.19,96,0
3,2311.83,2312.83,97,4
6,2313.06,2313.06,98,6
7,2313.06,2313.06,98,6
16,2293.30,2313.06,83,6
15,2293.30,2297.60,83,6
1,2312.19,2313.19,98,6
4,2315.14,2315.14,101,3
5,2315.14,2316.44,101,3
