Resource,Start,End,Track,Train
3,3886.77,3887.77,18,13
4,3885.35,3885.35,19,7
5,3885.35,3888.05,19,7
16,3861.17,3885.35,125,7
15,3861.17,3865.47,125,7
2,3888.04,3889.04,19,7
6,3883.81,3883.81,20,12
7,3883.81,3889.31,20,12
12,3864.02,3883.81,1,12
13,3864.02,3867.97,1,12
1,3889.28,3890.28,20,12
2,3891.55,3892.55,21,0
6,3888.14,3890.64,22,9
7,3890.64,3893.34,22,9
16,3866.44,3888.14,3,9
15,3866.44,3870.74,3,9
1,3892.51,3893.51,22,9
8,3891.15,3891.15,23,5
9,3891.15,3893.65,23,5
12,3868.00,3891.15,4,5
13,3868.00,3871.95,4,5
3,3893.56,3894.56,23,5
1,3894.83,3895.83,24,0
4,3894.45,3894.45,26,4
5,3894.45,3896.65,26,4
10,3874.29,3894.45,8,4
11,3874.29,3880.21,8,4
3,3896.25,3897.25,25,0
2,3896.60,3897.60,26,4
6,3893.16,3893.16,27,11
7,3893.16,3898.26,27,11
16,3872.45,3893.16,7,11
15,3872.45,3876.75,7,11
1,3898.24,3899.24,27,11
8,3898.13,3898.13,29,2
9,3898.13,3900.63,29,2
12,3875.83,3898.13,10,2
13,3875.83,3879.78,10,2
3,3900.60,3901.60,29,2
2,3901.11,3902.11,30,0
6,3900.16,3900.16,31,3
7,3900.16,3903.26,31,3
10,3882.00,3900.16,15,3
11,3882.00,3887.92,15,3
1,3903.20,3904.20,31,3
8,3902.19,3904.69,32,8
9,3904.69,3905.59,32,8
12,3881.19,3902.19,14,8
13,3881.19,3885.14,14,8
4,3898.80,3901.30,33,6
5,3901.30,3906.20,33,6
16,3879.16,3898.80,13,6
15,3879.16,3883.46,13,6
3,3905.53,3906.53,32,8
2,3906.19,3907.19,33,6
6,3904.92,3904.92,34,1
7,3904.92,3907.82,34,1
16,3883.46,3904.92,16,1
15,3883.46,3887.76,16,1
1,3907.82,3908.82,34,1
8,3907.31,3907.31,35,10
9,3907.31,3909.91,35,10
12,3885.16,3907.31,17,10
13,3885.16,3889.11,17,10
3,3909.84,3910.84,35,10
6,3911.61,3911.61,37,12
7,3911.61,3911.81,37,12
12,3889.31,3911.61,20,12
13,3889.31,3893.26,20,12
2,3910.93,3911.93,36,0
1,3911.56,3912.56,37,12
8,3909.32,3909.32,38,13
9,3909.32,3914.22,38,13
16,3887.77,3909.32,18,13
15,3887.77,3892.07,18,13
3,3914.18,3915.18,38,13
4,3913.92,3913.92,40,5
5,3913.92,3915.72,40,5
16,3893.65,3913.92,23,5
15,3893.65,3897.95,23,5
1,3914.67,3915.67,39,0
2,3915.72,3916.72,40,5
6,3915.04,3915.04,42,9
7,3915.04,3918.14,42,9
12,3893.34,3915.04,22,9
13,3893.34,3897.29,22,9
8,3907.95,3907.95,43,7
9,3907.95,3919.05,43,7
10,3888.05,3907.95,19,7
11,3888.05,3893.97,19,7
1,3918.13,3919.13,42,9
3,3918.99,3919.99,43,7
4,3921.35,3921.35,44,2
5,3921.35,3921.65,44,2
16,3900.63,3921.35,29,2
15,3900.63,3904.93,29,2
2,3921.07,3922.07,44,2
6,3915.68,3918.18,45,4
7,3918.18,3922.18,45,4
10,3896.65,3915.68,26,4
11,3896.65,3902.57,26,4
1,3922.07,3923.07,45,4
8,3919.79,3919.79,46,11
9,3919.79,3923.39,46,11
12,3898.26,3919.79,27,11
13,3898.26,3902.21,27,11
3,3923.29,3924.29,46,11
6,3924.99,3924.99,48,6
7,3924.99,3926.19,48,6
10,3906.20,3924.99,33,6
11,3906.20,3912.11,33,6
1,3925.49,3926.49,48,6
2,3925.84,3926.84,49,0
8,3923.61,3926.11,50,3
9,3926.11,3927.71,50,3
12,3903.26,3923.61,31,3
13,3903.26,3907.21,31,3
3,3927.68,3928.68,50,3
1,3929.00,3930.00,51,0
4,3926.47,3926.47,52,8
5,3926.47,3930.67,52,8
16,3905.59,3926.47,32,8
15,3905.59,3909.89,32,8
2,3930.62,3931.62,52,8
8,3932.06,3932.06,53,12
9,3932.06,3932.06,53,12
12,3911.81,3932.06,37,12
13,3911.81,3915.76,37,12
3,3932.03,3933.03,53,12
6,3928.70,3931.20,54,1
7,3931.20,3933.10,54,1
12,3907.82,3928.70,34,1
13,3907.82,3911.77,34,1
1,3933.08,3934.08,54,1
8,3930.68,3930.68,55,10
9,3930.68,3936.38,55,10
16,3909.91,3930.68,35,10
15,3909.91,3914.21,35,10
3,3935.38,3936.38,55,10
4,3933.73,3933.73,56,5
5,3933.73,3936.63,56,5
10,3915.72,3933.73,40,5
11,3915.72,3921.64,40,5
6,3934.88,3934.88,57,13
7,3934.88,3937.08,57,13
16,3914.22,3934.88,38,13
15,3914.22,3918.52,38,13
1,3936.61,3937.61,57,13
2,3936.38,3937.38,56,5
1,3940.01,3941.01,58,0
8,3939.77,3939.77,60,7
9,3939.77,3941.47,60,7
16,3919.05,3939.77,43,7
15,3919.05,3923.35,43,7
2,3941.11,3942.11,59,0
3,3941.46,3942.46,60,7
6,3940.75,3943.25,61,2
7,3943.25,3943.45,61,2
10,3921.65,3940.75,44,2
11,3921.65,3927.57,44,2
1,3943.45,3944.45,61,2
4,3944.50,3944.50,62,11
5,3944.50,3944.90,62,11
16,3923.39,3944.50,46,11
15,3923.39,3927.69,46,11
8,3939.14,3939.14,63,9
9,3939.14,3945.84,63,9
12,3918.14,3939.14,42,9
13,3918.14,3922.09,42,9
2,3944.88,3945.88,62,11
3,3945.51,3946.51,63,9
6,3943.15,3943.15,64,4
7,3943.15,3947.45,64,4
12,3922.18,3943.15,45,4
13,3922.18,3926.13,45,4
1,3946.90,3947.90,64,4
8,3947.97,3947.97,65,3
9,3947.97,3950.17,65,3
16,3927.71,3947.97,50,3
15,3927.71,3932.01,50,3
3,3949.34,3950.34,65,3
4,3948.39,3948.39,66,6
5,3948.39,3950.89,66,6
12,3926.19,3948.39,48,6
13,3926.19,3930.14,48,6
6,3949.41,3949.41,67,8
7,3949.41,3951.61,67,8
10,3930.67,3949.41,52,8
11,3930.67,3936.59,52,8
2,3950.54,3951.54,66,6
1,3951.59,3952.59,67,8
8,3952.70,3952.70,69,12
9,3952.70,3954.50,69,12
16,3932.06,3952.70,53,12
15,3932.06,3936.36,53,12
3,3953.68,3954.68,69,12
1,3954.34,3955.34,70,0
2,3955.36,3956.36,72,0
6,3957.27,3957.27,73,13
7,3957.27,3957.77,73,13
12,3937.08,3957.27,57,13
13,3937.08,3941.03,57,13
1,3957.76,3958.76,73,13
8,3953.93,3953.93,74,1
9,3953.93,3959.13,74,1
12,3933.10,3953.93,54,1
13,3933.10,3937.05,54,1
3,3959.07,3960.07,74,1
3,3960.34,3961.34,75,0
6,3959.28,3959.28,76,10
7,3959.28,3962.28,76,10
16,3936.38,3959.28,55,10
15,3936.38,3940.68,55,10
1,3962.24,3963.24,76,10
4,3958.43,3960.93,77,5
5,3960.93,3963.43,77,5
10,3936.63,3958.43,56,5
11,3936.63,3942.54,56,5
2,3963.40,3964.40,77,5
8,3962.45,3962.45,78,7
9,3962.45,3965.15,78,7
16,3941.47,3962.45,60,7
15,3941.47,3945.77,60,7
3,3965.10,3966.10,78,7
6,3965.54,3965.54,79,2
7,3965.54,3967.04,79,2
12,3943.45,3965.54,61,2
13,3943.45,3947.40,61,2
1,3966.94,3967.94,79,2
2,3967.73,3968.73,80,0
4,3967.92,3967.92,81,9
5,3967.92,3969.92,81,9
16,3945.84,3967.92,63,9
15,3945.84,3950.14,63,9
2,3969.90,3970.90,81,9
6,3964.24,3966.74,82,11
7,3966.74,3971.04,82,11
10,3944.90,3964.24,62,11
11,3944.90,3950.82,62,11
1,3970.36,3971.36,82,11
8,3968.35,3968.35,83,4
9,3968.35,3973.25,83,4
12,3947.45,3968.35,64,4
13,3947.45,3951.40,64,4
3,3973.23,3974.23,83,4
6,3973.20,3973.20,84,8
7,3973.20,3975.00,84,8
12,3951.61,3973.20,67,8
13,3951.61,3955.56,67,8
1,3974.08,3975.08,84,8
4,3974.03,3974.03,85,12
5,3974.03,3976.43,85,12
16,3954.50,3974.03,69,12
15,3954.50,3958.80,69,12
2,3976.39,3977.39,85,12
8,3971.76,3971.76,87,3
9,3971.76,3978.16,87,3
16,3950.17,3971.76,65,3
15,3950.17,3954.47,65,3
6,3969.87,3969.87,88,6
7,3969.87,3979.07,88,6
10,3950.89,3969.87,66,6
11,3950.89,3956.81,66,6
3,3978.10,3979.10,87,3
1,3979.03,3980.03,88,6
2,3981.17,3982.17,89,0
8,3979.99,3979.99,91,13
9,3979.99,3982.49,91,13
12,3957.77,3979.99,73,13
13,3957.77,3961.72,73,13
1,3981.95,3982.95,90,0
3,3982.30,3983.30,91,13
6,3981.34,3981.34,92,1
7,3981.34,3985.14,92,1
16,3959.13,3981.34,74,1
15,3959.13,3963.43,74,1
1,3985.12,3986.12,92,1
4,3985.37,3985.37,93,7
5,3985.37,3986.47,93,7
16,3965.15,3985.37,78,7
15,3965.15,3969.45,78,7
8,3984.47,3984.47,94,10
9,3984.47,3987.37,94,10
12,3962.28,3984.47,76,10
13,3962.28,3966.23,76,10
2,3986.44,3987.44,93,7
3,3987.31,3988.31,94,10
6,3982.20,3982.20,95,5
7,3982.20,3989.10,95,5
10,3963.43,3982.20,77,5
11,3963.43,3969.34,77,5
1,3988.58,3989.58,95,5
8,3989.73,3989.73,97,2
9,3989.73,3991.83,97,2
12,3967.04,3989.73,79,2
13,3967.04,3970.99,79,2
2,3991.19,3992.19,96,0
3,3991.83,3992.83,97,2
6,3993.06,3993.06,98,4
7,3993.06,3993.06,98,4
16,3973.25,3993.06,83,4
15,3973.25,3977.55,83,4
1,3992.19,3993.19,98,4
4,3988.63,3988.63,101,9
5,3988.63,3996.43,101,9
10,3969.92,3988.63,81,9
11,3969.92,3975.84,81,9
1,3995.47,3996.47,100,0
2,3996.42,3997.42,101,9
8,3994.56,3994.56,102,11
9,3994.56,3997.76,102,11
12,3971.04,3994.56,82,11
13,3971.04,3974.99,82,11
3,3997.75,3998.75,102,11
6,3997.24,3997.24,103,8
7,3997.24,3998.94,103,8
12,3975.00,3997.24,84,8
13,3975.00,3978.95,84,8
1,3998.92,3999.92,103,8
3,4000.77,4001.77,104,0
4,3998.77,3998.77,105,3
5,3998.77,4002.37,105,3
16,3978.16,3998.77,87,3
15,3978.16,3982.46,87,3
2,4002.01,4003.01,105,3
6,4002.88,4002.88,107,13
7,4002.88,4003.48,107,13
16,3982.49,4002.88,91,13
15,3982.49,3986.79,91,13
1,4003.41,4004.41,107,13
8,3995.39,3995.39,108,12
9,3995.39,4005.39,108,12
10,3976.43,3995.39,85,12
11,3976.43,3982.34,85,12
3,4005.37,4006.37,108,12
2,4005.97,4006.97,109,0
6,4006.72,4006.72,110,1
7,4006.72,4009.22,110,1
12,3985.14,4006.72,92,1
13,3985.14,3989.09,92,1
8,4007.94,4007.94,111,10
9,4007.94,4009.94,111,10
16,3987.37,4007.94,94,10
15,3987.37,3991.67,94,10
1,4009.20,4010.20,110,1
4,4010.03,4010.03,112,5
5,4010.03,4010.93,112,5
12,3989.10,4010.03,95,5
13,3989.10,3993.05,95,5
3,4009.89,4010.89,111,10
2,4010.91,4011.91,112,5
6,4003.95,4003.95,113,6
7,4003.95,4013.25,113,6
12,3979.07,4003.95,88,6
13,3979.07,3983.02,88,6
1,4012.63,4013.63,113,6
8,4006.07,4008.57,114,7
9,4008.57,4014.27,114,7
10,3986.47,4006.07,93,7
11,3986.47,3992.38,93,7
3,4014.26,4015.26,114,7
2,4015.29,4016.29,115,0
6,4015.80,4015.80,116,9
7,4015.80,4017.60,116,9
10,3996.43,4015.80,101,9
11,3996.43,4002.34,101,9
1,4017.58,4018.58,116,9
8,4014.00,4014.00,117,2
9,4014.00,4018.70,117,2
16,3991.83,4014.00,97,2
15,3991.83,3996.13,97,2
3,4018.68,4019.68,117,2
4,4019.71,4019.71,118,8
5,4019.71,4020.51,118,8
12,3998.94,4019.71,103,8
13,3998.94,4002.89,103,8
2,4020.49,4021.49,118,8
6,4015.38,4015.38,119,4
7,4015.38,4023.68,119,4
12,3993.06,4015.38,98,4
13,3993.06,3997.01,98,4
8,4018.53,4018.53,120,11
9,4018.53,4023.93,120,11
16,3997.76,4018.53,102,11
15,3997.76,4002.06,102,11
1,4023.66,4024.66,119,4
3,4023.92,4024.92,120,11
4,4021.25,4021.25,122,3
5,4021.25,4026.45,122,3
10,4002.37,4021.25,105,3
11,4002.37,4008.29,105,3
2,4025.68,4026.68,122,3
6,4024.06,4024.06,123,13
7,4024.06,4027.66,123,13
12,4003.48,4024.06,107,13
13,4003.48,4007.43,107,13
1,4027.05,4028.05,123,13
8,4025.37,4027.87,125,12
9,4027.87,4029.17,125,12
16,4005.39,4025.37,108,12
15,4005.39,4009.69,108,12
3,4029.16,4030.16,125,12
2,4030.24,4031.24,126,0
1,4030.60,4031.60,127,0
6,4031.82,4031.82,1,1
7,4031.82,4032.02,1,1
12,4009.22,4031.82,110,1
13,4009.22,4013.17,110,1
4,4032.57,4032.57,2,10
5,4032.57,4032.67,2,10
16,4009.94,4032.57,111,10
15,4009.94,4014.24,111,10
1,4032.01,4033.01,1,1
2,4032.65,4033.65,2,10
8,4030.49,4030.49,3,5
9,4030.49,4034.49,3,5
10,4010.93,4030.49,112,5
11,4010.93,4016.85,112,5
3,4034.43,4035.43,3,5
6,4035.92,4035.92,4,6
7,4035.92,4036.02,4,6
12,4013.25,4035.92,113,6
13,4013.25,4017.20,113,6
1,4035.49,4036.49,4,6
2,4037.03,4038.03,5,0
1,4038.93,4039.93,6,0
8,4034.54,4034.54,7,7
9,4034.54,4040.44,7,7
16,4014.27,4034.54,114,7
15,4014.27,4018.57,114,7
3,4040.44,4041.44,7,7
4,4041.90,4041.90,8,2
5,4041.90,4042.30,8,2
16,4018.70,4041.90,117,2
15,4018.70,4023.00,117,2
2,4042.28,4043.28,8,2
6,4040.95,4040.95,10,9
7,4040.95,4043.85,10,9
12,4017.60,4040.95,116,9
13,4017.60,4021.55,116,9
1,4043.82,4044.82,10,9
2,4045.19,4046.19,11,0
8,4044.97,4044.97,13,11
9,4044.97,4047.17,13,11
16,4023.93,4044.97,120,11
15,4023.93,4028.23,120,11
3,4047.13,4048.13,13,11
6,4048.27,4048.27,14,13
7,4048.27,4049.17,14,13
12,4027.66,4048.27,123,13
13,4027.66,4031.61,123,13
4,4045.81,4045.81,15,3
5,4045.81,4050.01,15,3
10,4026.45,4045.81,122,3
11,4026.45,4032.37,122,3
1,4049.17,4050.17,14,13
2,4050.00,4051.00,15,3
8,4040.21,4040.21,16,8
9,4040.21,4051.51,16,8
10,4020.51,4040.21,118,8
11,4020.51,4026.43,118,8
3,4051.19,4052.19,16,8
6,4051.94,4051.94,17,12
7,4051.94,4053.14,17,12
16,4029.17,4051.94,125,12
15,4029.17,4033.47,125,12
1,4052.57,4053.57,17,12
3,4054.77,4055.77,18,0
4,4051.16,4053.66,19,10
5,4053.66,4056.06,19,10
10,4032.67,4051.16,2,10
11,4032.67,4038.58,2,10
2,4056.04,4057.04,19,10
6,4053.79,4053.79,20,1
7,4053.79,4057.29,20,1
12,4032.02,4053.79,1,1
13,4032.02,4035.97,1,1
1,4057.28,4058.28,20,1
2,4059.55,4060.55,21,0
6,4061.26,4061.26,22,7
7,4061.26,4061.26,22,7
16,4040.44,4061.26,7,7
15,4040.44,4044.74,7,7
1,4060.51,4061.51,22,7
8,4057.19,4057.19,23,6
9,4057.19,4061.59,23,6
12,4036.02,4057.19,4,6
13,4036.02,4039.97,4,6
3,4061.56,4062.56,23,6
1,4062.83,4063.83,24,0
4,4044.52,4044.52,26,4
5,4044.52,4064.62,26,4
12,4023.68,4044.52,119,4
13,4023.68,4027.63,119,4
3,4064.25,4065.25,25,0
2,4064.60,4065.60,26,4
6,4063.25,4063.25,27,2
7,4063.25,4066.25,27,2
10,4042.30,4063.25,8,2
11,4042.30,4048.22,8,2
1,4066.24,4067.24,27,2
8,4055.92,4055.92,29,5
9,4055.92,4068.62,29,5
16,4034.49,4055.92,3,5
15,4034.49,4038.79,3,5
3,4068.60,4069.60,29,5
2,4069.11,4070.11,30,0
6,4066.65,4066.65,31,11
7,4066.65,4071.25,31,11
16,4047.17,4066.65,13,11
15,4047.17,4051.47,13,11
1,4071.20,4072.20,31,11
12,4053.14,4053.14,17,12
13,4053.14,4057.09,17,12
4,4072.52,4072.52,33,8
5,4072.52,4074.22,33,8
16,4051.51,4072.52,16,8
15,4051.51,4055.81,16,8
3,4073.53,4074.53,32,12
2,4074.19,4075.19,33,8
6,4069.52,4072.02,34,13
7,4072.02,4075.82,34,13
12,4049.17,4069.52,14,13
13,4049.17,4053.12,14,13
1,4075.82,4076.82,34,13
8,4074.78,4074.78,35,10
9,4074.78,4077.88,35,10
10,4056.06,4074.78,19,10
11,4056.06,4061.98,19,10
3,4077.84,4078.84,35,10
6,4068.18,4068.18,37,3
7,4068.18,4079.78,37,3
10,4050.01,4068.18,15,3
11,4050.01,4055.92,15,3
2,4078.93,4079.93,36,0
1,4079.56,4080.56,37,3
8,4064.78,4064.78,38,9
9,4064.78,4082.18,38,9
12,4043.85,4064.78,10,9
13,4043.85,4047.80,10,9
3,4082.18,4083.18,38,9
1,4082.67,4083.67,39,0
4,4081.62,4081.62,40,7
5,4081.62,4083.72,40,7
12,4061.26,4081.62,22,7
13,4061.26,4065.21,22,7
2,4083.72,4084.72,40,7
6,4083.64,4083.64,42,4
7,4083.64,4086.14,42,4
10,4064.62,4083.64,26,4
11,4064.62,4070.53,26,4
8,4077.91,4077.91,43,1
9,4077.91,4087.01,43,1
12,4057.29,4077.91,20,1
13,4057.29,4061.24,20,1
1,4086.13,4087.13,42,4
3,4086.99,4087.99,43,1
4,4082.17,4082.17,44,6
5,4082.17,4089.67,44,6
16,4061.59,4082.17,23,6
15,4061.59,4065.89,23,6
6,4087.79,4087.79,45,2
7,4087.79,4090.09,45,2
12,4066.25,4087.79,27,2
13,4066.25,4070.20,27,2
2,4089.07,4090.07,44,6
1,4090.07,4091.07,45,2
8,4090.88,4090.88,46,11
9,4090.88,4091.38,46,11
12,4071.25,4090.88,31,11
13,4071.25,4075.20,31,11
3,4091.29,4092.29,46,11
6,4089.50,4089.50,48,5
7,4089.50,4094.10,48,5
16,4068.62,4089.50,29,5
15,4068.62,4072.92,29,5
1,4093.49,4094.49,48,5
2,4093.84,4094.84,49,0
8,4091.82,4094.32,50,8
9,4094.32,4095.72,50,8
10,4074.22,4091.82,33,8
11,4074.22,4080.14,33,8
3,4095.68,4096.68,50,8
1,4097.00,4098.00,51,0
4,4094.03,4094.03,52,12
5,4094.03,4098.63,52,12
16,4073.57,4094.03,32,12
15,4073.57,4077.87,32,12
2,4098.62,4099.62,52,12
8,4097.85,4097.85,53,13
9,4097.85,4100.05,53,13
12,4075.82,4097.85,34,13
13,4075.82,4079.77,34,13
3,4100.03,4101.03,53,13
12,4079.78,4079.78,37,3
13,4079.78,4083.73,37,3
1,4101.08,4102.08,54,3
8,4098.56,4098.56,55,10
9,4098.56,4104.36,55,10
16,4077.88,4098.56,35,10
15,4077.88,4082.18,35,10
3,4103.38,4104.38,55,10
4,4101.77,4101.77,56,7
5,4101.77,4104.57,56,7
10,4083.72,4101.77,40,7
11,4083.72,4089.64,40,7
1,4104.61,4105.61,57,0
2,4104.38,4105.38,56,7
6,4103.31,4105.81,58,9
7,4105.81,4108.01,58,9
16,4082.18,4103.31,38,9
15,4082.18,4086.48,38,9
1,4108.01,4109.01,58,9
8,4109.36,4109.36,60,1
9,4109.36,4109.46,60,1
16,4087.01,4109.36,43,1
15,4087.01,4091.31,43,1
2,4109.11,4110.11,59,0
3,4109.46,4110.46,60,1
6,4108.83,4111.33,61,6
7,4111.33,4112.03,61,6
10,4089.67,4108.83,44,6
11,4089.67,4095.59,44,6
1,4111.45,4112.45,61,6
16,4091.38,4091.38,46,11
15,4091.38,4095.68,46,11
8,4112.14,4112.14,63,2
9,4112.14,4113.84,63,2
12,4090.09,4112.14,45,2
13,4090.09,4094.04,45,2
2,4112.88,4113.88,62,11
3,4113.51,4114.51,63,2
1,4114.90,4115.90,64,0
8,4108.04,4108.04,65,4
9,4108.04,4118.14,65,4
12,4086.14,4108.04,42,4
13,4086.14,4090.09,42,4
3,4117.34,4118.34,65,4
4,4115.62,4115.62,66,8
5,4115.62,4118.82,66,8
16,4095.72,4115.62,50,8
15,4095.72,4100.02,50,8
2,4118.54,4119.54,66,8
6,4117.77,4117.77,67,12
7,4117.77,4119.67,67,12
10,4098.63,4117.77,52,12
11,4098.63,4104.54,52,12
1,4119.59,4120.59,67,12
8,4121.66,4121.66,69,13
9,4121.66,4122.46,69,13
16,4100.05,4121.66,53,13
15,4100.05,4104.35,53,13
3,4121.68,4122.68,69,13
1,4122.34,4123.34,70,0
2,4123.36,4124.36,72,0
6,4122.08,4124.58,73,3
7,4124.58,4125.78,73,3
12,4101.09,4122.08,54,3
13,4101.09,4105.04,54,3
1,4125.76,4126.76,73,3
8,4117.29,4117.29,74,5
9,4117.29,4127.09,74,5
12,4094.10,4117.29,48,5
13,4094.10,4098.05,48,5
3,4127.07,4128.07,74,5
3,4128.34,4129.34,75,0
6,4128.06,4128.06,76,9
7,4128.06,4130.26,76,9
12,4108.01,4128.06,58,9
13,4108.01,4111.96,58,9
1,4130.24,4131.24,76,9
4,4125.72,4125.72,77,10
5,4125.72,4131.42,77,10
16,4104.36,4125.72,55,10
15,4104.36,4108.66,55,10
2,4131.40,4132.40,77,10
8,4131.60,4131.60,78,6
9,4131.60,4133.10,78,6
12,4112.03,4131.60,61,6
13,4112.03,4115.98,61,6
3,4133.10,4134.10,78,6
6,4129.96,4132.46,79,1
7,4132.46,4134.96,79,1
16,4109.46,4129.96,60,1
15,4109.46,4113.76,60,1
1,4134.94,4135.94,79,1
2,4135.73,4136.73,80,0
4,4134.90,4137.40,81,2
5,4137.40,4137.90,81,2
16,4113.84,4134.90,63,2
15,4113.84,4118.14,63,2
6,4132.03,4132.03,82,11
7,4132.03,4138.93,82,11
10,4112.88,4132.03,62,11
11,4112.88,4118.80,62,11
2,4137.90,4138.90,81,2
1,4138.36,4139.36,82,11
8,4137.77,4137.77,83,8
9,4137.77,4141.27,83,8
10,4118.82,4137.77,66,8
11,4118.82,4124.74,66,8
3,4141.23,4142.23,83,8
6,4139.59,4142.09,84,4
7,4142.09,4142.89,84,4
16,4118.14,4139.59,65,4
15,4118.14,4122.44,65,4
1,4142.08,4143.08,84,4
4,4142.79,4142.79,85,13
5,4142.79,4144.39,85,13
16,4122.46,4142.79,69,13
15,4122.46,4126.76,69,13
2,4144.39,4145.39,85,13
8,4140.51,4140.51,87,12
9,4140.51,4146.11,87,12
12,4119.67,4140.51,67,12
13,4119.67,4123.62,67,12
6,4146.74,4146.74,88,3
7,4146.74,4147.04,88,3
12,4125.78,4146.74,73,3
13,4125.78,4129.73,73,3
3,4146.10,4147.10,87,12
1,4147.03,4148.03,88,3
2,4149.17,4150.17,89,0
8,4147.87,4147.87,91,5
9,4147.87,4150.47,91,5
16,4127.09,4147.87,74,5
15,4127.09,4131.39,74,5
1,4149.95,4150.95,90,0
3,4150.30,4151.30,91,5
6,4149.67,4149.67,92,10
7,4149.67,4153.17,92,10
10,4131.42,4149.67,77,10
11,4131.42,4137.34,77,10
1,4153.12,4154.12,92,10
4,4154.39,4154.39,93,6
5,4154.39,4154.49,93,6
16,4133.10,4154.39,78,6
15,4133.10,4137.40,78,6
8,4155.21,4155.21,94,1
9,4155.21,4155.31,94,1
12,4134.96,4155.21,79,1
13,4134.96,4138.91,79,1
2,4154.44,4155.44,93,6
3,4155.31,4156.31,94,1
6,4124.10,4124.10,95,7
7,4124.10,4157.20,95,7
10,4104.57,4124.10,56,7
11,4104.57,4110.48,56,7
1,4156.58,4157.58,95,7
8,4152.21,4152.21,97,9
9,4152.21,4159.91,97,9
12,4130.26,4152.21,76,9
13,4130.26,4134.21,76,9
2,4159.19,4160.19,96,0
3,4159.83,4160.83,97,9
1,4160.19,4161.19,98,0
6,4156.52,4156.52,100,2
7,4156.52,4163.52,100,2
10,4137.90,4156.52,81,2
11,4137.90,4143.82,81,2
4,4159.23,4161.73,101,11
5,4161.73,4164.43,101,11
12,4138.93,4159.23,82,11
13,4138.93,4142.88,82,11
1,4163.47,4164.47,100,2
2,4164.42,4165.42,101,11
8,4164.41,4164.41,102,13
9,4164.41,4165.81,102,13
10,4144.39,4164.41,85,13
11,4144.39,4150.31,85,13
3,4165.75,4166.75,102,13
6,4166.90,4166.90,103,12
7,4166.90,4167.50,103,12
16,4146.11,4166.90,87,12
15,4146.11,4150.41,87,12
1,4166.92,4167.92,103,12
3,4168.77,4169.77,104,0
4,4169.52,4169.52,105,3
5,4169.52,4170.42,105,3
12,4147.04,4169.52,88,3
13,4147.04,4150.99,88,3
2,4170.01,4171.01,105,3
6,4162.94,4162.94,107,8
7,4162.94,4171.54,107,8
16,4141.27,4162.94,83,8
15,4141.27,4145.57,83,8
1,4171.41,4172.41,107,8
8,4165.54,4165.54,108,4
9,4165.54,4173.44,108,4
12,4142.89,4165.54,84,4
13,4142.89,4146.84,84,4
3,4173.37,4174.37,108,4
2,4173.97,4174.97,109,0
6,4171.31,4173.81,110,5
7,4173.81,4177.21,110,5
16,4150.47,4171.31,91,5
15,4150.47,4154.77,91,5
8,4175.23,4175.23,111,1
9,4175.23,4177.93,111,1
16,4155.31,4175.23,94,1
15,4155.31,4159.61,94,1
1,4177.20,4178.20,110,5
4,4172.55,4172.55,112,6
5,4172.55,4178.95,112,6
10,4154.49,4172.55,93,6
11,4154.49,4160.40,93,6
3,4177.89,4178.89,111,1
2,4178.91,4179.91,112,6
6,4178.37,4178.37,113,7
7,4178.37,4181.17,113,7
12,4157.20,4178.37,95,7
13,4157.20,4161.15,95,7
1,4180.63,4181.63,113,7
8,4181.52,4181.52,114,9
9,4181.52,4182.32,114,9
16,4159.91,4181.52,97,9
15,4159.91,4164.21,97,9
3,4182.26,4183.26,114,9
2,4183.29,4184.29,115,0
1,4185.58,4186.58,116,0
8,4182.62,4182.62,117,11
9,4182.62,4186.72,117,11
10,4164.43,4182.62,101,11
11,4164.43,4170.35,101,11
3,4186.68,4187.68,117,11
4,4186.43,4186.43,118,13
5,4186.43,4188.53,118,13
16,4165.81,4186.43,102,13
15,4165.81,4170.11,102,13
2,4188.49,4189.49,118,13
8,4185.63,4185.63,120,2
9,4185.63,4191.93,120,2
12,4163.52,4185.63,100,2
13,4163.52,4167.47,100,2
1,4191.66,4192.66,119,0
3,4191.92,4192.92,120,2
4,4175.65,4175.65,122,10
5,4175.65,4194.45,122,10
12,4153.17,4175.65,92,10
13,4153.17,4157.12,92,10
2,4193.68,4194.68,122,10
1,4195.05,4196.05,123,0
8,4188.96,4188.96,125,12
9,4188.96,4197.16,125,12
12,4167.50,4188.96,103,12
13,4167.50,4171.45,103,12
3,4197.16,4198.16,125,12
2,4198.24,4199.24,126,0
1,4198.60,4199.60,127,0
4,4199.57,4199.57,2,6
5,4199.57,4200.67,2,6
10,4178.95,4199.57,112,6
11,4178.95,4184.87,112,6
1,4200.01,4201.01,1,0
2,4200.65,4201.65,2,6
8,4193.68,4193.68,3,4
9,4193.68,4202.48,3,4
16,4173.44,4193.68,108,4
15,4173.44,4177.74,108,4
3,4202.43,4203.43,3,4
1,4203.49,4204.49,4,0
2,4205.03,4206.03,5,0
1,4206.93,4207.93,6,0
8,4202.96,4202.96,7,9
9,4202.96,4208.46,7,9
16,4182.32,4202.96,114,9
15,4182.32,4186.62,114,9
3,4208.44,4209.44,7,9
4,4198.69,4198.69,8,5
5,4198.69,4210.29,8,5
12,4177.21,4198.69,110,5
13,4177.21,4181.16,110,5
2,4210.28,4211.28,8,5
1,4211.82,4212.82,10,0
